time, current_loop, loop_latency, logic_execution_time, tank_input_valve_status(0), tank_input_valve_mode(1), tank_level_value(2), tank_level_min(3), tank_level_max(4), tank_output_valve_status(5), tank_output_valve_mode(6), tank_output_flow_value(7), 
2022-09-16 11:18:12.059088, 1663319892000, 16, 34, 0.0, 3.0, 5.81333333333265, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:12.229222, 1663319892200, 1, 23, 0.0, 3.0, 5.806666666665982, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:12.432880, 1663319892400, 5, 16, 0.0, 3.0, 5.799999999999314, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:12.637833, 1663319892600, 1, 8, 0.0, 3.0, 5.793333333332646, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:12.831771, 1663319892800, 1, 9, 0.0, 3.0, 5.789999999999313, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:13.067937, 1663319893000, 2, 22, 0.0, 3.0, 5.779999999999311, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:13.226365, 1663319893200, 1, 10, 0.0, 3.0, 5.776666666665977, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:13.423797, 1663319893400, 1, 9, 0.0, 3.0, 5.766666666665976, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:13.626304, 1663319893600, 4, 12, 0.0, 3.0, 5.759999999999308, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:13.845020, 1663319893800, 1, 13, 0.0, 3.0, 5.75333333333264, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:14.050115, 1663319894000, 0, 7, 0.0, 3.0, 5.7466666666659725, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:14.219389, 1663319894200, 0, 8, 0.0, 3.0, 5.743333333332639, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:14.429201, 1663319894400, 1, 9, 0.0, 3.0, 5.733333333332637, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:14.621383, 1663319894600, 1, 10, 0.0, 3.0, 5.726666666665969, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:14.831906, 1663319894800, 2, 11, 0.0, 3.0, 5.719999999999302, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:15.032962, 1663319895000, 1, 11, 0.0, 3.0, 5.716666666665968, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:15.216083, 1663319895200, 1, 9, 0.0, 3.0, 5.7099999999993, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:15.442197, 1663319895400, 1, 12, 0.0, 3.0, 5.6999999999992985, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:15.621270, 1663319895600, 1, 13, 0.0, 3.0, 5.693333333332631, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:15.840599, 1663319895800, 7, 28, 0.0, 3.0, 5.686666666665963, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:16.028016, 1663319896000, 1, 10, 0.0, 3.0, 5.679999999999295, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:16.223773, 1663319896200, 1, 6, 0.0, 3.0, 5.673333333332628, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:16.438470, 1663319896400, 2, 31, 0.0, 3.0, 5.66666666666596, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:16.640832, 1663319896600, 2, 34, 0.0, 3.0, 5.659999999999292, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:16.825285, 1663319896800, 0, 6, 0.0, 3.0, 5.6533333333326246, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:17.082632, 1663319897000, 0, 79, 0.0, 3.0, 5.646666666665957, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:17.227885, 1663319897200, 1, 16, 0.0, 3.0, 5.639999999999289, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:17.440120, 1663319897400, 2, 32, 0.0, 3.0, 5.633333333332621, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:17.632975, 1663319897600, 2, 18, 0.0, 3.0, 5.626666666665954, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:17.836213, 1663319897800, 6, 8, 0.0, 3.0, 5.619999999999286, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:18.061646, 1663319898000, 8, 44, 0.0, 3.0, 5.613333333332618, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:18.247460, 1663319898200, 1, 11, 0.0, 3.0, 5.606666666665951, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:18.440188, 1663319898400, 1, 8, 0.0, 3.0, 5.599999999999283, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:18.631075, 1663319898600, 1, 6, 0.0, 3.0, 5.593333333332615, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:18.834235, 1663319898800, 1, 21, 0.0, 3.0, 5.5866666666659475, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:19.052482, 1663319899000, 8, 32, 0.0, 3.0, 5.57999999999928, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:19.222263, 1663319899200, 1, 11, 0.0, 3.0, 5.573333333332612, 1.3004, 5.9845, 0.0, 3.0, 0.0001, 
2022-09-16 11:18:19.420065, 1663319899400, 0, 13, 0.0, 3.0, 5.573333333332612, 1.3004, 5.9845, 0.0, 3.0, 0.0, 
2022-09-16 11:18:19.614731, 1663319899600, 0, 4, 0.0, 3.0, 5.573333333332612, 1.3004, 5.9845, 0.0, 3.0, 0.0, 
2022-09-16 11:18:19.835900, 1663319899800, 1, 18, 0.0, 3.0, 5.573333333332612, 1.3004, 5.9845, 0.0, 3.0, 0.0, 
2022-09-16 11:18:20.049965, 1663319900000, 9, 19, 0.0, 3.0, 5.573333333332612, 1.3004, 5.9845, 0.0, 3.0, 0.0, 
2022-09-16 11:18:20.221420, 1663319900200, 1, 12, 0.0, 3.0, 5.573333333332612, 1.3004, 5.9845, 0.0, 3.0, 0.0, 
2022-09-16 11:18:20.429012, 1663319900400, 0, 23, 0.0, 3.0, 5.573333333332612, 1.3004, 5.9845, 0.0, 3.0, 0.0, 
2022-09-16 11:18:20.632006, 1663319900600, 7, 20, 0.0, 3.0, 5.573333333332612, 1.3004, 5.9845, 0.0, 3.0, 0.0, 
2022-09-16 11:18:20.821064, 1663319900800, 1, 10, 0.0, 3.0, 5.573333333332612, 1.3004, 5.9845, 0.0, 3.0, 0.0, 
2022-09-16 11:18:21.035123, 1663319901000, 2, 11, 0.0, 3.0, 5.573333333332612, 1.3004, 5.9845, 0.0, 3.0, 0.0, 
2022-09-16 11:18:21.231833, 1663319901200, 1, 13, 0.0, 3.0, 5.573333333332612, 1.3004, 5.9845, 0.0, 3.0, 0.0, 
2022-09-16 11:18:21.411733, 1663319901400, 1, 7, 0.0, 3.0, 5.573333333332612, 1.3004, 5.9845, 0.0, 3.0, 0.0, 
2022-09-16 11:18:21.604059, 1663319901600, 0, 1, 0.0, 3.0, 5.573333333332612, 1.3004, 5.9845, 0.0, 3.0, 0.0, 
2022-09-16 11:18:21.814912, 1663319901800, 0, 4, 0.0, 3.0, 5.573333333332612, 1.3004, 5.9845, 0.0, 3.0, 0.0, 
2022-09-16 11:18:22.047808, 1663319902000, 9, 16, 0.0, 3.0, 5.573333333332612, 1.3004, 5.9845, 0.0, 3.0, 0.0, 
2022-09-16 11:18:22.231408, 1663319902200, 1, 7, 0.0, 3.0, 5.573333333332612, 1.3004, 5.9845, 0.0, 3.0, 0.0, 
2022-09-16 11:18:22.429790, 1663319902400, 1, 5, 0.0, 3.0, 5.573333333332612, 1.3004, 5.9845, 0.0, 3.0, 0.0, 
2022-09-16 11:18:22.622020, 1663319902600, 1, 10, 0.0, 3.0, 5.573333333332612, 1.3004, 5.9845, 0.0, 3.0, 0.0, 
2022-09-16 11:18:22.815328, 1663319902800, 1, 6, 0.0, 3.0, 5.573333333332612, 1.3004, 5.9845, 0.0, 3.0, 0.0, 
2022-09-16 11:18:23.025103, 1663319903000, 1, 17, 0.0, 3.0, 5.573333333332612, 1.3004, 5.9845, 0.0, 3.0, 0.0, 
2022-09-16 11:18:23.225962, 1663319903200, 1, 17, 0.0, 3.0, 5.573333333332612, 1.3004, 5.9845, 0.0, 3.0, 0.0, 
2022-09-16 11:18:23.422538, 1663319903400, 1, 13, 0.0, 3.0, 5.573333333332612, 1.3004, 5.9845, 0.0, 3.0, 0.0, 
2022-09-16 11:18:23.629981, 1663319903600, 1, 16, 0.0, 3.0, 5.573333333332612, 1.3004, 5.9845, 0.0, 3.0, 0.0, 
2022-09-16 11:18:23.831719, 1663319903800, 1, 19, 0.0, 3.0, 5.573333333332612, 1.3004, 5.9845, 1.0, 3.0, 0.0, 
2022-09-16 11:18:24.068452, 1663319904000, 5, 10, 0.0, 3.0, 5.566666666665944, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:24.236917, 1663319904200, 0, 5, 0.0, 3.0, 5.559999999999277, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:24.419177, 1663319904400, 1, 6, 0.0, 3.0, 5.556666666665943, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:24.626044, 1663319904600, 1, 12, 0.0, 3.0, 5.546666666665941, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:24.814921, 1663319904800, 0, 12, 0.0, 3.0, 5.5399999999992735, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:25.061508, 1663319905000, 0, 27, 0.0, 3.0, 5.533333333332606, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:25.248108, 1663319905200, 2, 31, 0.0, 3.0, 5.526666666665938, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:25.442638, 1663319905400, 0, 7, 0.0, 3.0, 5.51999999999927, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:25.624892, 1663319905600, 0, 7, 0.0, 3.0, 5.5166666666659365, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:25.836577, 1663319905800, 4, 16, 0.0, 3.0, 5.506666666665935, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:26.046727, 1663319906000, 12, 21, 0.0, 3.0, 5.499999999999267, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:26.244091, 1663319906200, 7, 12, 0.0, 3.0, 5.4933333333325995, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:26.437413, 1663319906400, 2, 9, 0.0, 3.0, 5.486666666665932, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:26.613150, 1663319906600, 1, 8, 0.0, 3.0, 5.483333333332598, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:26.822975, 1663319906800, 1, 11, 0.0, 3.0, 5.47666666666593, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:27.055995, 1663319907000, 6, 27, 0.0, 3.0, 5.466666666665929, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:27.231913, 1663319907200, 0, 17, 0.0, 3.0, 5.459999999999261, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:27.435012, 1663319907400, 1, 16, 0.0, 3.0, 5.456666666665927, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:27.634324, 1663319907600, 1, 5, 0.0, 3.0, 5.446666666665926, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:27.822483, 1663319907800, 1, 9, 0.0, 3.0, 5.439999999999258, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:28.046374, 1663319908000, 1, 10, 0.0, 3.0, 5.43333333333259, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:28.233825, 1663319908200, 2, 25, 0.0, 3.0, 5.4266666666659225, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:28.436277, 1663319908400, 1, 10, 0.0, 3.0, 5.419999999999255, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:28.640779, 1663319908600, 1, 5, 0.0, 3.0, 5.413333333332587, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:28.836736, 1663319908800, 1, 14, 0.0, 3.0, 5.406666666665919, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:29.041452, 1663319909000, 4, 4, 0.0, 3.0, 5.399999999999252, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:29.214977, 1663319909200, 2, 11, 0.0, 3.0, 5.393333333332584, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:29.412983, 1663319909400, 0, 6, 0.0, 3.0, 5.38999999999925, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:29.637374, 1663319909600, 0, 20, 0.0, 3.0, 5.3799999999992485, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:29.835146, 1663319909800, 1, 13, 0.0, 3.0, 5.373333333332581, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:30.030673, 1663319910000, 1, 5, 0.0, 3.0, 5.369999999999247, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:30.217575, 1663319910200, 1, 3, 0.0, 3.0, 5.359999999999245, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:30.438143, 1663319910400, 1, 26, 0.0, 3.0, 5.353333333332578, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:30.638115, 1663319910600, 0, 14, 0.0, 3.0, 5.34666666666591, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:30.823390, 1663319910800, 1, 9, 0.0, 3.0, 5.339999999999242, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:31.043612, 1663319911000, 9, 27, 0.0, 3.0, 5.336666666665908, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:31.223233, 1663319911200, 1, 8, 0.0, 3.0, 5.329999999999241, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:31.430660, 1663319911400, 1, 10, 0.0, 3.0, 5.319999999999239, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:31.634197, 1663319911600, 1, 27, 0.0, 3.0, 5.313333333332571, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:31.831189, 1663319911800, 1, 5, 0.0, 3.0, 5.306666666665904, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:32.015808, 1663319912000, 5, 8, 0.0, 3.0, 5.30333333333257, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:32.232376, 1663319912200, 2, 20, 0.0, 3.0, 5.293333333332568, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:32.445484, 1663319912400, 1, 18, 0.0, 3.0, 5.286666666665901, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:32.610568, 1663319912600, 1, 5, 0.0, 3.0, 5.283333333332567, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:32.826000, 1663319912800, 2, 15, 0.0, 3.0, 5.273333333332565, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:33.063388, 1663319913000, 1, 16, 0.0, 3.0, 5.2666666666658974, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:33.214507, 1663319913200, 0, 6, 0.0, 3.0, 5.263333333332564, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:33.441525, 1663319913400, 1, 6, 0.0, 3.0, 5.253333333332562, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:33.629486, 1663319913600, 1, 5, 0.0, 3.0, 5.249999999999228, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:33.820597, 1663319913800, 1, 6, 0.0, 3.0, 5.2433333333325605, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:34.048430, 1663319914000, 1, 5, 0.0, 3.0, 5.233333333332559, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:34.234456, 1663319914200, 1, 11, 0.0, 3.0, 5.226666666665891, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:34.419888, 1663319914400, 1, 8, 0.0, 3.0, 5.223333333332557, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:34.633897, 1663319914600, 1, 9, 0.0, 3.0, 5.21666666666589, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:34.817242, 1663319914800, 1, 6, 0.0, 3.0, 5.209999999999222, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:35.031112, 1663319915000, 2, 10, 0.0, 3.0, 5.203333333332554, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:35.226031, 1663319915200, 1, 8, 0.0, 3.0, 5.1966666666658865, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:35.426966, 1663319915400, 1, 20, 0.0, 3.0, 5.186666666665885, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:35.627734, 1663319915600, 2, 20, 0.0, 3.0, 5.179999999999217, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:35.842275, 1663319915800, 1, 14, 0.0, 3.0, 5.1733333333325495, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:36.046640, 1663319916000, 8, 21, 0.0, 3.0, 5.166666666665882, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:36.223993, 1663319916200, 1, 4, 0.0, 3.0, 5.159999999999214, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:36.417746, 1663319916400, 2, 5, 0.0, 3.0, 5.15666666666588, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:36.628597, 1663319916600, 1, 12, 0.0, 3.0, 5.146666666665879, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:36.816070, 1663319916800, 0, 14, 0.0, 3.0, 5.139999999999211, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:37.050984, 1663319917000, 7, 31, 0.0, 3.0, 5.133333333332543, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:37.256984, 1663319917200, 1, 21, 0.0, 3.0, 5.126666666665876, 1.3004, 5.9845, 0.0, 3.0, 0.0001, 
2022-09-16 11:18:37.426118, 1663319917400, 1, 14, 0.0, 3.0, 5.126666666665876, 1.3004, 5.9845, 0.0, 3.0, 0.0, 
2022-09-16 11:18:37.614164, 1663319917600, 1, 4, 0.0, 3.0, 5.126666666665876, 1.3004, 5.9845, 0.0, 3.0, 0.0, 
2022-09-16 11:18:37.826240, 1663319917800, 0, 17, 0.0, 3.0, 5.126666666665876, 1.3004, 5.9845, 0.0, 3.0, 0.0, 
2022-09-16 11:18:38.028501, 1663319918000, 8, 9, 0.0, 3.0, 5.126666666665876, 1.3004, 5.9845, 0.0, 3.0, 0.0, 
2022-09-16 11:18:38.225825, 1663319918200, 1, 18, 0.0, 3.0, 5.126666666665876, 1.3004, 5.9845, 0.0, 3.0, 0.0, 
2022-09-16 11:18:38.422412, 1663319918400, 0, 8, 0.0, 3.0, 5.126666666665876, 1.3004, 5.9845, 0.0, 3.0, 0.0, 
2022-09-16 11:18:38.635334, 1663319918600, 5, 19, 0.0, 3.0, 5.126666666665876, 1.3004, 5.9845, 0.0, 3.0, 0.0, 
2022-09-16 11:18:38.836010, 1663319918800, 1, 15, 0.0, 3.0, 5.126666666665876, 1.3004, 5.9845, 0.0, 3.0, 0.0, 
2022-09-16 11:18:39.036779, 1663319919000, 1, 19, 0.0, 3.0, 5.126666666665876, 1.3004, 5.9845, 0.0, 3.0, 0.0, 
2022-09-16 11:18:39.223815, 1663319919200, 1, 12, 0.0, 3.0, 5.126666666665876, 1.3004, 5.9845, 0.0, 3.0, 0.0, 
2022-09-16 11:18:39.433442, 1663319919400, 1, 13, 0.0, 3.0, 5.126666666665876, 1.3004, 5.9845, 0.0, 3.0, 0.0, 
2022-09-16 11:18:39.614225, 1663319919600, 1, 5, 0.0, 3.0, 5.126666666665876, 1.3004, 5.9845, 0.0, 3.0, 0.0, 
2022-09-16 11:18:39.830764, 1663319919800, 1, 20, 0.0, 3.0, 5.126666666665876, 1.3004, 5.9845, 0.0, 3.0, 0.0, 
2022-09-16 11:18:40.067741, 1663319920000, 1, 16, 0.0, 3.0, 5.126666666665876, 1.3004, 5.9845, 0.0, 3.0, 0.0, 
2022-09-16 11:18:40.242129, 1663319920200, 0, 35, 0.0, 3.0, 5.126666666665876, 1.3004, 5.9845, 0.0, 3.0, 0.0, 
2022-09-16 11:18:40.432323, 1663319920400, 1, 9, 0.0, 3.0, 5.126666666665876, 1.3004, 5.9845, 0.0, 3.0, 0.0, 
2022-09-16 11:18:40.637311, 1663319920600, 1, 8, 0.0, 3.0, 5.126666666665876, 1.3004, 5.9845, 0.0, 3.0, 0.0, 
2022-09-16 11:18:40.831963, 1663319920800, 1, 5, 0.0, 3.0, 5.126666666665876, 1.3004, 5.9845, 0.0, 3.0, 0.0, 
2022-09-16 11:18:41.033317, 1663319921000, 0, 18, 0.0, 3.0, 5.126666666665876, 1.3004, 5.9845, 0.0, 3.0, 0.0, 
2022-09-16 11:18:41.227574, 1663319921200, 1, 21, 0.0, 3.0, 5.126666666665876, 1.3004, 5.9845, 0.0, 3.0, 0.0, 
2022-09-16 11:18:41.438106, 1663319921400, 2, 15, 0.0, 3.0, 5.126666666665876, 1.3004, 5.9845, 0.0, 3.0, 0.0, 
2022-09-16 11:18:41.630605, 1663319921600, 1, 23, 0.0, 3.0, 5.126666666665876, 1.3004, 5.9845, 1.0, 3.0, 0.0, 
2022-09-16 11:18:41.830531, 1663319921800, 3, 22, 0.0, 3.0, 5.116666666665874, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:42.050558, 1663319922000, 9, 26, 0.0, 3.0, 5.109999999999206, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:42.221609, 1663319922200, 9, 4, 0.0, 3.0, 5.103333333332539, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:42.423389, 1663319922400, 0, 13, 0.0, 3.0, 5.096666666665871, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:42.635395, 1663319922600, 1, 28, 0.0, 3.0, 5.089999999999203, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:42.824410, 1663319922800, 1, 12, 0.0, 3.0, 5.0833333333325355, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:43.058910, 1663319923000, 5, 42, 0.0, 3.0, 5.076666666665868, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:43.239463, 1663319923200, 1, 11, 0.0, 3.0, 5.0699999999992, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:43.424091, 1663319923400, 2, 12, 0.0, 3.0, 5.063333333332532, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:43.623289, 1663319923600, 0, 6, 0.0, 3.0, 5.056666666665865, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:43.821541, 1663319923800, 1, 10, 0.0, 3.0, 5.053333333332531, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:44.064032, 1663319924000, 6, 26, 0.0, 3.0, 5.043333333332529, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:44.247106, 1663319924200, 0, 15, 0.0, 3.0, 5.0366666666658615, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:44.425851, 1663319924400, 1, 8, 0.0, 3.0, 5.033333333332528, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:44.623413, 1663319924600, 1, 7, 0.0, 3.0, 5.02666666666586, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:44.842116, 1663319924800, 1, 14, 0.0, 3.0, 5.016666666665858, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:45.046512, 1663319925000, 1, 16, 0.0, 3.0, 5.009999999999191, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:45.232192, 1663319925200, 2, 24, 0.0, 3.0, 5.003333333332523, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:45.446993, 1663319925400, 1, 7, 0.0, 3.0, 4.996666666665855, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:45.631039, 1663319925600, 0, 8, 0.0, 3.0, 4.9899999999991875, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:45.825171, 1663319925800, 1, 11, 0.0, 3.0, 4.986666666665854, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:46.042969, 1663319926000, 11, 27, 0.0, 3.0, 4.976666666665852, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:46.232993, 1663319926200, 7, 16, 0.0, 3.0, 4.969999999999184, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:46.419972, 1663319926400, 1, 10, 0.0, 3.0, 4.9666666666658505, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:46.627214, 1663319926600, 1, 6, 0.0, 3.0, 4.959999999999183, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:46.827055, 1663319926800, 0, 7, 0.0, 3.0, 4.949999999999181, 1.3004, 5.9845, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:47.086602, 1663319927000, 1, 55, 0.0, 3.0, 4.943333333332514, 1.3004, 6.6547, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:47.230503, 1663319927200, 1, 7, 0.0, 3.0, 4.936666666665846, 1.3004, 6.6547, 1.0, 3.0, 0.0001, 
2022-09-16 11:18:47.417355, 1663319927400, 1, 12, 0.0, 3.0, 4.933333333332512, 1.3004, 6.6547, 1.0, 3.0, 0.0001, 
