sAddress,rAddress,sMACs,rMACs,sIPs,rIPs,protocol,startDate,endDate,start,end,startOffset,endOffset,duration,sPackets,rPackets,sBytesSum,rBytesSum,sBytesMax,rBytesMax,sBytesMin,rBytesMin,sBytesAvg,rBytesAvg,sLoad,rLoad,sPayloadSum,rPayloadSum,sPayloadMax,rPayloadMax,sPayloadMin,rPayloadMin,sPayloadAvg,rPayloadAvg,sInterPacketAvg,rInterPacketAvg,sttl,rttl,sAckRate,rAckRate,sUrgRate,rUrgRate,sFinRate,rFinRate,sPshRate,rPshRate,sSynRate,rSynRate,sRstRate,rRstRate,sWinTCP,rWinTCP,sFragmentRate,rFragmentRate,sAckDelayMax,rAckDelayMax,sAckDelayMin,rAckDelayMin,sAckDelayAvg,rAckDelayAvg,IT_B_Label,IT_M_Label,NST_B_Label,NST_M_Label,time, current_loop, loop_latency, logic_execution_time, tank_input_valve_status(0), tank_input_valve_mode(1), tank_level_value(2), tank_level_min(3), tank_level_max(4), tank_output_valve_status(5), tank_output_valve_mode(6), tank_output_flow_value(7), , conveyor_belt_engine_status(8), conveyor_belt_engine_mode(9), bottle_level_value(10), bottle_level_max(11), bottle_distance_to_filler_value(12)
192.168.0.11,192.168.0.12,02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4-TCP,2022-09-16 11:21:41.400790,2022-09-16 11:21:41.824790,1663320101.40079,1663320101.82479,421.890453,422.314453,0.424001,21.0,15.0,1239.0,933.0,65.0,65.0,52.0,52.0,59.0,62.2,23377.302,17603.731,147.0,153.0,13.0,13.0,0.0,0.0,7.0,10.2,0.0211716055870056,0.0302817821502685,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,0.0,503.0,506.2,0.0,0.0,0.213,0.2,0.0,0.0,0.021149,0.028882,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.21,02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4-TCP,2022-09-16 11:21:41.522652,2022-09-16 11:21:42.022338,1663320101.522652,1663320102.022338,422.012315,422.512001,0.499687,8.0,15.0,520.0,864.0,65.0,64.0,65.0,52.0,65.0,57.6,8325.212,13832.659,104.0,84.0,13.0,12.0,13.0,0.0,13.0,5.6,0.0713751656668526,0.0326527867998395,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.467,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.002,0.493,0.0,0.0,0.000568,0.035903,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.12,192.168.0.21,02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4-TCP,2022-09-16 11:21:41.032039,2022-09-16 11:21:41.527964,1663320101.032039,1663320101.527964,421.521702,422.017627,0.495926,10.0,20.0,650.0,1160.0,65.0,64.0,65.0,52.0,65.0,58.0,10485.431,18712.462,130.0,120.0,13.0,12.0,13.0,0.0,13.0,6.0,0.0550489955478244,0.0261013256876092,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.0,0.489,0.0,0.0,0.00036,0.025956,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.12,02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4-TCP,2022-09-16 11:21:42.000727,2022-09-16 11:21:42.407396,1663320102.000727,1663320102.407396,422.49039,422.897059,0.40667,21.0,15.0,1239.0,933.0,65.0,65.0,52.0,52.0,59.0,62.2,24373.562,18353.942,147.0,153.0,13.0,13.0,0.0,0.0,7.0,10.2,0.0203030586242675,0.0290267126900809,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,0.0,503.0,506.2,0.0,0.0,0.189,0.2,0.0,0.0,0.019412,0.028945,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.21,02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4-TCP,2022-09-16 11:21:42.022683,2022-09-16 11:21:42.515731,1663320102.022683,1663320102.515731,422.512346,423.005394,0.493049,9.0,18.0,585.0,1044.0,65.0,64.0,65.0,52.0,65.0,58.0,9491.954,16939.486,117.0,108.0,13.0,12.0,13.0,0.0,13.0,6.0,0.0615387558937072,0.0290028347688562,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.002,0.486,0.0,0.0,0.000447,0.028781,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.12,192.168.0.21,02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4-TCP,2022-09-16 11:21:42.023691,2022-09-16 11:21:42.518612,1663320102.023691,1663320102.518612,422.513354,423.008275,0.494922,10.0,17.0,650.0,1004.0,65.0,64.0,65.0,52.0,65.0,59.059,10506.707,16228.821,130.0,120.0,13.0,12.0,13.0,0.0,13.0,7.059,0.0547913180457221,0.0309325605630874,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.588,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.003,0.483,0.0,0.0,0.000776,0.033171,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.12,02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4-TCP,2022-09-16 11:21:42.600902,2022-09-16 11:21:43.013205,1663320102.600902,1663320103.013205,423.090565,423.502868,0.412304,21.0,15.0,1239.0,933.0,65.0,65.0,52.0,52.0,59.0,62.2,24040.515,18103.148,147.0,153.0,13.0,13.0,0.0,0.0,7.0,10.2,0.0205919504165649,0.0291617086955479,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,0.0,503.0,506.2,0.0,0.0,0.2,0.2,0.0,0.0,0.02013,0.028819,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.21,02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4-TCP,2022-09-16 11:21:43.023455,2022-09-16 11:21:43.518190,1663320103.023455,1663320103.51819,423.513118,424.007853,0.494736,16.0,26.0,1040.0,1544.0,65.0,64.0,65.0,52.0,65.0,59.385,16817.05,24966.851,208.0,192.0,13.0,12.0,13.0,0.0,13.0,7.385,0.0329419294993082,0.01977632522583,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.615,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.003,0.478,0.0,0.0,0.000526,0.019476,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.12,02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4-TCP,2022-09-16 11:21:43.202050,2022-09-16 11:21:43.656762,1663320103.20205,1663320103.656762,423.691713,424.146425,0.454713,21.0,15.0,1239.0,933.0,65.0,65.0,52.0,52.0,59.0,62.2,21798.369,16414.753,147.0,153.0,13.0,13.0,0.0,0.0,7.0,10.2,0.0227043390274047,0.0294258594512939,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,0.0,503.0,506.2,0.0,0.0,0.218,0.199,0.0,0.0,0.022088,0.02877,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.12,192.168.0.21,02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4-TCP,2022-09-16 11:21:43.035270,2022-09-16 11:21:43.521165,1663320103.03527,1663320103.521165,423.524933,424.010828,0.485896,10.0,20.0,650.0,1160.0,65.0,64.0,65.0,52.0,65.0,58.0,10701.88,19098.74,130.0,120.0,13.0,12.0,13.0,0.0,13.0,6.0,0.0538889831966824,0.0255734167600932,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.001,0.478,0.0,0.0,0.000344,0.025417,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.12,02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4-TCP,2022-09-16 11:21:43.801262,2022-09-16 11:21:44.261071,1663320103.801262,1663320104.261071,424.290925,424.750734,0.45981,21.0,15.0,1239.0,933.0,65.0,65.0,52.0,52.0,59.0,62.2,21556.727,16232.79,147.0,153.0,13.0,13.0,0.0,0.0,7.0,10.2,0.0229743003845214,0.0297905036381312,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,0.0,503.0,506.2,0.0,0.0,0.188,0.199,0.0,0.0,0.021167,0.029346,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.21,02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4-TCP,2022-09-16 11:21:43.561616,2022-09-16 11:21:44.035562,1663320103.561616,1663320104.035562,424.051279,424.525225,0.473947,8.0,17.0,520.0,980.0,65.0,64.0,65.0,52.0,65.0,57.647,8777.351,16541.931,104.0,96.0,13.0,12.0,13.0,0.0,13.0,5.647,0.0015044212341308,0.0296216309070587,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.471,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.005,0.001,0.0,0.0,0.001309,0.000414,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.12,02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4-TCP,2022-09-16 11:21:44.400567,2022-09-16 11:21:44.813612,1663320104.400567,1663320104.813612,424.89023,425.303275,0.413046,21.0,15.0,1239.0,933.0,65.0,65.0,52.0,52.0,59.0,62.2,23997.331,18070.63,147.0,153.0,13.0,13.0,0.0,0.0,7.0,10.2,0.0206239938735961,0.0294685704367501,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,0.0,503.0,506.2,0.0,0.0,0.19,0.2,0.0,0.0,0.020806,0.029069,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.21,02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4-TCP,2022-09-16 11:21:44.511190,2022-09-16 11:21:44.561123,1663320104.51119,1663320104.561123,425.000853,425.050786,0.049934,8.0,13.0,520.0,772.0,65.0,64.0,65.0,52.0,65.0,59.385,83310.041,123683.369,104.0,96.0,13.0,12.0,13.0,0.0,13.0,7.385,0.0011474405016217,0.0041610797246297,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.615,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.001,0.041,0.0,0.0,0.000572,0.00381,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.12,192.168.0.21,02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4-TCP,2022-09-16 11:21:44.035747,2022-09-16 11:21:44.525250,1663320104.035747,1663320104.52525,424.52541,425.014913,0.489504,10.0,17.0,650.0,1004.0,65.0,64.0,65.0,52.0,65.0,59.059,10623.0,16408.449,130.0,120.0,13.0,12.0,13.0,0.0,13.0,7.059,0.0539348655276828,0.0305939316749572,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.588,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.004,0.478,0.0,0.0,0.000791,0.03285,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.12,192.168.0.23,02:42:c0:a8:00:0c,02:42:c0:a8:00:17,192.168.0.12,192.168.0.23,IPV4-TCP,2022-09-16 11:21:10.033137,2022-09-16 11:21:10.034162,1663320070.033137,1663320070.034162,390.5228,390.523825,0.001026,1.0,2.0,64.0,121.0,64.0,69.0,64.0,52.0,64.0,60.5,499044.081,943505.216,12.0,17.0,12.0,17.0,12.0,0.0,12.0,8.5,,0.0010249614715576,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.001,0.0,0.001,0.0,0.000863,0.000162,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.12,02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4-TCP,2022-09-16 11:21:45.001357,2022-09-16 11:21:45.449070,1663320105.001357,1663320105.44907,425.49102,425.938733,0.447714,20.0,15.0,1187.0,933.0,65.0,65.0,52.0,52.0,59.35,62.2,21209.974,16671.361,147.0,153.0,13.0,13.0,0.0,0.0,7.35,10.2,0.0235277351580168,0.0289631400789533,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.8,0.0,0.0,0.0,0.0,503.05,506.2,0.0,0.0,0.2,0.2,0.0,0.0,0.023425,0.030677,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.21,02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4-TCP,2022-09-16 11:21:45.025943,2022-09-16 11:21:45.505171,1663320105.025943,1663320105.505171,425.515606,425.994834,0.479229,16.0,32.0,1040.0,1856.0,65.0,64.0,65.0,52.0,65.0,58.0,17361.219,30983.099,208.0,192.0,13.0,12.0,13.0,0.0,13.0,6.0,0.0318971951802571,0.0154589683778824,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.006,0.457,0.0,0.0,0.000745,0.016475,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.12,192.168.0.21,02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4-TCP,2022-09-16 11:21:45.046898,2022-09-16 11:21:45.506339,1663320105.046898,1663320105.506339,425.536561,425.996002,0.459442,10.0,20.0,650.0,1160.0,65.0,64.0,65.0,52.0,65.0,58.0,11318.073,20198.406,130.0,120.0,13.0,12.0,13.0,0.0,13.0,6.0,0.0509714550442165,0.0241811149998715,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.003,0.451,0.0,0.0,0.00058,0.023896,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.12,02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4-TCP,2022-09-16 11:21:45.600888,2022-09-16 11:21:46.016373,1663320105.600888,1663320106.016373,426.090551,426.506036,0.415486,21.0,15.0,1239.0,933.0,65.0,65.0,52.0,52.0,59.0,62.2,23856.405,17964.508,147.0,153.0,13.0,13.0,0.0,0.0,7.0,10.2,0.0207618474960327,0.0296465669359479,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,0.0,503.0,506.2,0.0,0.0,0.202,0.201,0.0,0.0,0.021128,0.029201,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.12,02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4-TCP,2022-09-16 11:21:46.201661,2022-09-16 11:21:46.610901,1663320106.201661,1663320106.610901,426.691324,427.100564,0.409241,20.0,15.0,1187.0,933.0,65.0,65.0,52.0,52.0,59.35,62.2,23203.931,18238.641,147.0,153.0,13.0,13.0,0.0,0.0,7.35,10.2,0.0215082168579101,0.0292250599179949,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.8,0.0,0.0,0.0,0.0,503.05,506.2,0.0,0.0,0.195,0.199,0.0,0.0,0.022765,0.028897,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.21,02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4-TCP,2022-09-16 11:21:46.036172,2022-09-16 11:21:46.515609,1663320106.036172,1663320106.515609,426.525835,427.005272,0.479438,16.0,32.0,1040.0,1856.0,65.0,64.0,65.0,52.0,65.0,58.0,17353.647,30969.586,208.0,192.0,13.0,12.0,13.0,0.0,13.0,6.0,0.0319260120391845,0.0154657133163944,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.001,0.463,0.0,0.0,0.000328,0.015317,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.12,192.168.0.21,02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4-TCP,2022-09-16 11:21:46.046471,2022-09-16 11:21:46.518560,1663320106.046471,1663320106.51856,426.536134,427.008223,0.47209,10.0,20.0,650.0,1160.0,65.0,64.0,65.0,52.0,65.0,58.0,11014.853,19657.276,130.0,120.0,13.0,12.0,13.0,0.0,13.0,6.0,0.0524235566457112,0.024846779672723,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.0,0.467,0.0,0.0,0.000234,0.024737,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.12,02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4-TCP,2022-09-16 11:21:46.800925,2022-09-16 11:21:47.208254,1663320106.800925,1663320107.208254,427.290588,427.697917,0.40733,21.0,15.0,1239.0,933.0,65.0,65.0,52.0,52.0,59.0,62.2,24334.073,18324.205,147.0,153.0,13.0,13.0,0.0,0.0,7.0,10.2,0.0203504562377929,0.0290925673076084,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,0.0,503.0,506.2,0.0,0.0,0.207,0.201,0.0,0.0,0.020552,0.028434,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.21,02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4-TCP,2022-09-16 11:21:47.011230,2022-09-16 11:21:47.068958,1663320107.01123,1663320107.068958,427.500893,427.558621,0.057729,8.0,13.0,520.0,772.0,65.0,64.0,65.0,52.0,65.0,59.385,72060.771,106982.529,104.0,96.0,13.0,12.0,13.0,0.0,13.0,7.385,0.0014728478022984,0.0048106710116068,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.615,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.006,0.041,0.0,0.0,0.001136,0.004089,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.12,192.168.0.21,02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4-TCP,2022-09-16 11:21:47.028289,2022-09-16 11:21:47.527910,1663320107.028289,1663320107.52791,427.517952,428.017573,0.499622,10.0,17.0,650.0,1004.0,65.0,64.0,65.0,52.0,65.0,59.059,10407.87,16076.156,130.0,120.0,13.0,12.0,13.0,0.0,13.0,7.059,0.0554235511355929,0.0312106758356094,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.588,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.002,0.491,0.0,0.0,0.000531,0.030927,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.12,02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4-TCP,2022-09-16 11:21:47.401408,2022-09-16 11:21:47.822242,1663320107.401408,1663320107.822242,427.891071,428.311905,0.420835,20.0,15.0,1187.0,933.0,65.0,65.0,52.0,52.0,59.35,62.2,22564.66,17736.165,147.0,153.0,13.0,13.0,0.0,0.0,7.35,10.2,0.0221148415615684,0.0300545011247907,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.8,0.0,0.0,0.0,0.0,503.05,506.2,0.0,0.0,0.221,0.199,0.0,0.0,0.023651,0.029103,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.21,02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4-TCP,2022-09-16 11:21:47.512304,2022-09-16 11:21:47.522736,1663320107.512304,1663320107.522736,428.001967,428.012399,0.010433,8.0,16.0,520.0,928.0,65.0,64.0,65.0,52.0,65.0,58.0,398734.595,711587.893,104.0,96.0,13.0,12.0,13.0,0.0,13.0,6.0,0.0014388561248779,0.0006954669952392,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.003,0.001,0.0,0.0,0.000871,0.00028,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.21,02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4-TCP,2022-09-16 11:21:48.013507,2022-09-16 11:21:48.513290,1663320108.013507,1663320108.51329,428.50317,429.002953,0.499784,13.0,27.0,845.0,1572.0,65.0,64.0,65.0,52.0,65.0,58.222,13525.842,25162.868,169.0,168.0,13.0,12.0,13.0,0.0,13.0,6.222,0.0415749152501424,0.0192224245805006,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.519,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.001,0.487,0.0,0.0,0.000328,0.019087,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.12,192.168.0.21,02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4-TCP,2022-09-16 11:21:47.568853,2022-09-16 11:21:48.029250,1663320107.568853,1663320108.02925,428.058516,428.518913,0.460398,5.0,11.0,325.0,632.0,65.0,64.0,65.0,52.0,65.0,57.455,5647.288,10981.803,65.0,60.0,13.0,12.0,13.0,0.0,13.0,5.455,0.0012440085411071,0.0460397005081176,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.455,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.001,0.002,0.0,0.0,0.000553,0.000434,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.12,02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4-TCP,2022-09-16 11:21:48.002416,2022-09-16 11:21:48.407738,1663320108.002416,1663320108.407738,428.492079,428.897401,0.405323,20.0,15.0,1187.0,933.0,65.0,65.0,52.0,52.0,59.35,62.2,23428.225,18414.94,147.0,153.0,13.0,13.0,0.0,0.0,7.35,10.2,0.0213327407836914,0.0282810585839407,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.8,0.0,0.0,0.0,0.0,503.05,506.2,0.0,0.0,0.197,0.203,0.0,0.0,0.022894,0.028988,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.21,02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4-TCP,2022-09-16 11:21:48.513604,2022-09-16 11:21:48.515235,1663320108.513604,1663320108.515235,429.003267,429.004898,0.001632,3.0,5.0,195.0,284.0,65.0,64.0,65.0,52.0,65.0,56.8,955869.761,1392138.523,39.0,24.0,13.0,12.0,13.0,0.0,13.0,4.8,0.0007630586624145,0.000383973121643,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.4,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000381,0.000212,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.12,192.168.0.21,02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4-TCP,2022-09-16 11:21:48.515506,2022-09-16 11:21:48.520824,1663320108.515506,1663320108.520824,429.005169,429.010487,0.005319,5.0,10.0,325.0,580.0,65.0,64.0,65.0,52.0,65.0,58.0,488820.45,872356.495,65.0,60.0,13.0,12.0,13.0,0.0,13.0,6.0,0.0012362599372863,0.0005908807118733,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.002,0.001,0.0,0.0,0.000676,0.000242,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.12,02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4-TCP,2022-09-16 11:21:48.601375,2022-09-16 11:21:49.019295,1663320108.601375,1663320109.019295,429.091038,429.508958,0.417921,20.0,15.0,1187.0,933.0,65.0,65.0,52.0,52.0,59.35,62.2,22722.005,17859.84,147.0,153.0,13.0,13.0,0.0,0.0,7.35,10.2,0.0219607855144299,0.0298472813197544,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.8,0.0,0.0,0.0,0.0,503.05,506.2,0.0,0.0,0.213,0.199,0.0,0.0,0.023281,0.029864,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.21,02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4-TCP,2022-09-16 11:21:49.023591,2022-09-16 11:21:49.523242,1663320109.023591,1663320109.523242,429.513254,430.012905,0.499652,12.0,25.0,780.0,1456.0,65.0,64.0,65.0,52.0,65.0,58.24,12488.693,23312.227,156.0,156.0,13.0,12.0,13.0,0.0,13.0,6.24,0.0453292673284357,0.0208187898000081,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.52,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.001,0.487,0.0,0.0,0.000375,0.020665,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.12,192.168.0.21,02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4-TCP,2022-09-16 11:21:49.032198,2022-09-16 11:21:49.531541,1663320109.032198,1663320109.531541,429.521861,430.021204,0.499344,10.0,17.0,650.0,1004.0,65.0,64.0,65.0,52.0,65.0,59.059,10413.659,16085.099,130.0,120.0,13.0,12.0,13.0,0.0,13.0,7.059,0.055381351047092,0.0311864465475082,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.588,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.001,0.491,0.0,0.0,0.000496,0.030945,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
