src_packets,dst_packets,src_bytes,dst_bytes,flow_duration,total_packets,packet_ratio,total_bytes,byte_ratio,bytes_per_packet,src_inter_packet_avg,dst_inter_packet_avg,src_packet_rate,dst_packet_rate,src_byte_rate,dst_byte_rate,src_bytes_max,dst_bytes_max,src_bytes_min,dst_bytes_min,src_bytes_avg,dst_bytes_avg,src_load,dst_load,src_payload_sum,dst_payload_sum,src_payload_avg,dst_payload_avg,src_ack_rate,dst_ack_rate,src_syn_rate,dst_syn_rate,src_fin_rate,dst_fin_rate,src_rst_rate,dst_rst_rate,src_psh_rate,dst_psh_rate,src_urg_rate,dst_urg_rate,src_ttl,dst_ttl,src_win_size,dst_win_size,src_fragment_rate,dst_fragment_rate,src_ack_delay,dst_ack_delay,syn_ack_imbalance,packet_size_anomaly,reset_rate_total,traffic_symmetry
21,15,1239,933,0.448041,36,1.3125,2172,1.3265524625267666,58.7027027027027,0.022402000427246,0.0319802250180925,46.870710493012915,33.47907892358065,2765.371919087762,2082.3987090467167,65.0,65.0,52.0,52.0,59.0,62.2,22122.975,16659.189,147,153,7.0,10.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.571,0.8,0.0,0.0,64.0,64.0,503.0,506.2,0.0,0.0,0.022424,0.028598,-1.0,1.9325684734031228,0.0,0.8378378378378378
11,23,715,1340,0.499858,34,0.4583333333333333,2055,0.5331841909023117,58.714285714285715,0.0497769117355346,0.0227207704023881,22.00624977493608,46.013067711229986,1430.4062353708453,2680.761336219486,65.0,64.0,65.0,52.0,65.0,58.261,11443.251,21446.093,143,144,13.0,6.261,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.522,0.0,0.0,64.0,64.0,509.0,502.0,0.0,0.0,0.000743,0.022375,-1.0,5.197719988554638,0.0,0.6571428571428571
21,15,1239,933,0.402586,36,1.3125,2172,1.3265524625267666,58.7027027027027,0.0201011538505554,0.0287389244352068,52.162767706775696,37.25911979055407,3077.603294699766,2317.517250972463,65.0,65.0,52.0,52.0,59.0,62.2,24620.825,18540.137,147,153,7.0,10.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.571,0.8,0.0,0.0,64.0,64.0,503.0,506.2,0.0,0.0,0.019705,0.028773,-1.0,1.9325684734031228,0.0,0.8378378378378378
10,20,650,1160,0.496104,30,0.47619047619047616,1810,0.5598621877691645,58.38709677419355,0.0550644397735595,0.0261106742055792,20.157063841452597,40.314127682905195,1310.209149694419,2338.2194056085013,65.0,64.0,65.0,52.0,65.0,58.0,10481.677,18705.762,130,120,13.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,64.0,64.0,509.0,502.0,0.0,0.0,0.000318,0.025964,-1.0,4.705295746130396,0.0,0.6774193548387097
20,15,1187,933,0.448861,35,1.25,2120,1.2708779443254818,58.888888888888886,0.0236095252789949,0.0290414265223911,44.55722372850392,33.41791779637794,2644.4712282867076,2078.594486934708,65.0,65.0,52.0,52.0,59.35,62.2,21155.773,16628.758,147,153,7.35,10.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.0,0.0,64.0,64.0,503.05,506.2,0.0,0.0,0.02356,0.028872,-1.0,2.138196179030828,0.0,0.8611111111111112
13,21,845,1236,0.491459,34,0.5909090909090909,2081,0.683104284559418,59.457142857142856,0.0409542520840962,0.0245551466941833,26.45185051041898,42.7299123629845,1719.3702831772337,2514.9605562213737,65.0,64.0,65.0,52.0,65.0,58.857,13754.964,20119.687,169,144,13.0,6.857,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.571,0.0,0.0,64.0,64.0,509.0,502.0,0.0,0.0,0.000214,0.025322,-1.0,5.971529512364157,0.0,0.7714285714285715
5,10,325,580,0.000485,15,0.45454545454545453,905,0.5593803786574871,56.5625,0.0001049637794494,5.377663506401909e-05,10309.278350515464,20618.556701030928,670103.0927835051,1195876.2886597938,65.0,64.0,65.0,52.0,65.0,58.0,5360938.421,9567213.182,65,60,13.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,64.0,64.0,509.0,502.0,0.0,0.0,5e-05,2.9e-05,-1.0,0.21894667811203306,0.0,0.6875
21,15,1239,933,0.416675,36,1.3125,2172,1.3265524625267666,58.7027027027027,0.0208053469657897,0.0297538552965436,50.3989920201596,35.99928001439971,2973.5405291894162,2239.155216895662,65.0,65.0,52.0,52.0,59.0,62.2,23788.33,17913.246,147,153,7.0,10.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.571,0.8,0.0,0.0,64.0,64.0,503.0,506.2,0.0,0.0,0.020454,0.029307,-1.0,1.9325684734031228,0.0,0.8378378378378378
10,17,650,1004,0.48985,27,0.5555555555555556,1654,0.6467661691542289,59.07142857142857,0.0543740060594346,0.0306058824062347,20.414412575278146,34.704501377972846,1326.9368173930795,2049.607022557926,65.0,64.0,65.0,52.0,65.0,59.059,10615.493,16396.853,130,120,13.0,7.059,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.588,0.0,0.0,64.0,64.0,509.0,502.0,0.0,0.0,0.000459,0.030366,-1.0,4.705295746130396,0.0,0.75
16,32,1040,1856,0.49441,48,0.48484848484848486,2896,0.5600430802369413,59.10204081632653,0.0328269322713216,0.015948680139357,32.36180497967274,64.72360995934548,2103.517323678728,3753.9693776420377,65.0,64.0,65.0,52.0,65.0,58.0,16828.136,30031.75,208,192,13.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,64.0,64.0,509.0,502.0,0.0,0.0,0.000472,0.015738,-1.0,6.7908572434566,0.0,0.6734693877551021
21,15,1239,933,0.405984,36,1.3125,2172,1.3265524625267666,58.7027027027027,0.0202663421630859,0.0289949348994663,51.72617640104043,36.94726885788602,3051.8444076613855,2298.120122960511,65.0,65.0,52.0,52.0,59.0,62.2,24414.757,18384.962,147,153,7.0,10.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.571,0.8,0.0,0.0,64.0,64.0,503.0,506.2,0.0,0.0,0.022083,0.029567,-1.0,1.9325684734031228,0.0,0.8378378378378378
8,16,520,928,0.00671,24,0.47058823529411764,1448,0.5597416576964478,57.92,0.0008860315595354,0.0004472732543945,1192.2503725782415,2384.500745156483,77496.2742175857,138301.043219076,65.0,64.0,65.0,52.0,65.0,58.0,619961.064,1106392.052,104,96,13.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,64.0,64.0,509.0,502.0,0.0,0.0,0.000309,0.000301,-1.0,3.392164432999081,0.0,0.6799999999999999
5,11,325,632,0.459453,16,0.4166666666666667,957,0.5134281200631912,56.294117647058826,0.0014790296554565,0.0459451913833618,10.882505936406988,23.941513060095374,707.3628858664542,1375.5487503618433,65.0,64.0,65.0,52.0,65.0,57.455,5658.904,11004.392,65,60,13.0,5.455,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.455,0.0,0.0,64.0,64.0,509.0,502.0,0.0,0.0,0.00078,0.000471,-1.0,0.21894667811203306,0.0,0.6470588235294117
21,15,1239,933,0.411684,36,1.3125,2172,1.3265524625267666,58.7027027027027,0.0205841541290283,0.0293608733585902,51.009997959600085,36.43571282828577,3009.5898796164047,2266.301337919375,65.0,65.0,52.0,52.0,59.0,62.2,24076.714,18130.407,147,153,7.0,10.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.571,0.8,0.0,0.0,64.0,64.0,503.0,506.2,0.0,0.0,0.020834,0.029206,-1.0,1.9325684734031228,0.0,0.8378378378378378
21,15,1239,933,0.412759,36,1.3125,2172,1.3265524625267666,58.7027027027027,0.0206143021583557,0.0292237826756068,50.877146228186426,36.340818734418875,3001.7516274629993,2260.398925280854,65.0,65.0,52.0,52.0,59.0,62.2,24014.007,18083.186,147,153,7.0,10.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.571,0.8,0.0,0.0,64.0,64.0,503.0,506.2,0.0,0.0,0.02081,0.029269,-1.0,1.9325684734031228,0.0,0.8378378378378378
16,26,1040,1544,0.494578,42,0.5925925925925926,2584,0.6731391585760518,60.093023255813954,0.0328261375427246,0.0197830772399902,32.35081220757898,52.57006983731585,2102.802793492634,3121.853378031372,65.0,64.0,65.0,52.0,65.0,59.385,16822.425,24974.831,208,192,13.0,7.385,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.615,0.0,0.0,64.0,64.0,509.0,502.0,0.0,0.0,0.000495,0.021253,-1.0,6.7908572434566,0.0,0.7674418604651163
10,20,650,1160,0.488333,30,0.47619047619047616,1810,0.5598621877691645,58.38709677419355,0.0540643268161349,0.0257016859556499,20.47782967769944,40.95565935539888,1331.0589290504636,2375.428242613135,65.0,64.0,65.0,52.0,65.0,58.0,10648.471,19003.425,130,120,13.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,64.0,64.0,509.0,502.0,0.0,0.0,0.000545,0.027693,-1.0,4.705295746130396,0.0,0.6774193548387097
20,15,1187,933,0.447848,35,1.25,2120,1.2708779443254818,58.888888888888886,0.0235469466761538,0.0291165624346051,44.6580089673282,33.49350672549615,2650.4528322109286,2083.2961183258603,65.0,65.0,52.0,52.0,59.35,62.2,21203.628,16666.373,147,153,7.35,10.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.0,0.0,64.0,64.0,503.05,506.2,0.0,0.0,0.023011,0.029255,-1.0,2.138196179030828,0.0,0.8611111111111112
8,16,520,928,0.058875,24,0.47058823529411764,1448,0.5597416576964478,57.92,0.0010288442884172,0.0039249420166015,135.88110403397027,271.76220806794055,8832.271762208069,15762.208067940554,65.0,64.0,65.0,52.0,65.0,58.0,70658.018,126097.386,104,96,13.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,64.0,64.0,509.0,502.0,0.0,0.0,0.001428,0.003188,-1.0,3.392164432999081,0.0,0.6799999999999999
5,10,325,580,0.005624,15,0.45454545454545453,905,0.5593803786574871,56.5625,0.0013152360916137,0.000624762641059,889.0469416785206,1778.0938833570412,57788.05120910385,103129.4452347084,65.0,64.0,65.0,52.0,65.0,58.0,462315.608,825055.547,65,60,13.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,64.0,64.0,509.0,502.0,0.0,0.0,0.000618,0.000336,-1.0,0.21894667811203306,0.0,0.6875
21,15,1239,933,0.413053,36,1.3125,2172,1.3265524625267666,58.7027027027027,0.0206161022186279,0.029485855783735,50.84093324585465,36.314952318467604,2999.6150615054244,2258.790034208685,65.0,65.0,52.0,52.0,59.0,62.2,23996.916,18070.317,147,153,7.0,10.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.571,0.8,0.0,0.0,64.0,64.0,503.0,506.2,0.0,0.0,0.020845,0.029443,-1.0,1.9325684734031228,0.0,0.8378378378378378
16,26,1040,1544,0.499711,42,0.5925925925925926,2584,0.6731391585760518,60.093023255813954,0.0332533359527587,0.0199727916717529,32.01850669687079,52.03007338241503,2081.2029352966015,3089.7858962480313,65.0,64.0,65.0,52.0,65.0,59.385,16649.629,24718.295,208,192,13.0,7.385,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.615,0.0,0.0,64.0,64.0,509.0,502.0,0.0,0.0,0.000363,0.019774,-1.0,6.7908572434566,0.0,0.7674418604651163
10,20,650,1160,0.498684,30,0.47619047619047616,1810,0.5598621877691645,58.38709677419355,0.0553603172302246,0.026246472408897,20.052778914101914,40.10555782820383,1303.4306294166245,2326.1223540358224,65.0,64.0,65.0,52.0,65.0,58.0,10427.446,18608.98,130,120,13.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,64.0,64.0,509.0,502.0,0.0,0.0,0.000347,0.026099,-1.0,4.705295746130396,0.0,0.6774193548387097
21,15,1239,933,0.447337,36,1.3125,2172,1.3265524625267666,58.7027027027027,0.0223667979240417,0.0286630051476614,46.944473629500806,33.53176687821486,2769.7239441405472,2085.6758998249643,65.0,65.0,52.0,52.0,59.0,62.2,22157.794,16685.409,147,153,7.0,10.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.571,0.8,0.0,0.0,64.0,64.0,503.0,506.2,0.0,0.0,0.022207,0.02905,-1.0,1.9325684734031228,0.0,0.8378378378378378
8,17,520,980,0.455884,25,0.4444444444444444,1500,0.5300713557594292,57.69230769230769,0.0009027208600725,0.0284926891326904,17.548323696378905,37.29018785480517,1140.6410402646286,2149.669652806416,65.0,64.0,65.0,52.0,65.0,57.647,9125.128,17197.356,104,96,13.0,5.647,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.471,0.0,0.0,64.0,64.0,509.0,502.0,0.0,0.0,0.000445,0.000251,-1.0,3.392164432999081,0.0,0.6538461538461539
5,10,325,580,0.005796,15,0.45454545454545453,905,0.5593803786574871,56.5625,0.0011265277862548,0.0006438891092936,862.663906142167,1725.327812284334,56073.15389924085,100069.01311249138,65.0,64.0,65.0,52.0,65.0,58.0,448585.078,800551.831,65,60,13.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,64.0,64.0,509.0,502.0,0.0,0.0,0.000544,0.000384,-1.0,0.21894667811203306,0.0,0.6875
21,15,1239,933,0.42164,36,1.3125,2172,1.3265524625267666,58.7027027027027,0.0210663437843322,0.0299254996435982,49.80552129778958,35.575372355563985,2938.525756569585,2212.78816051608,65.0,65.0,52.0,52.0,59.0,62.2,23508.208,17702.307,147,153,7.0,10.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.571,0.8,0.0,0.0,64.0,64.0,503.0,506.2,0.0,0.0,0.021716,0.02899,-1.0,1.9325684734031228,0.0,0.8378378378378378
14,27,910,1584,0.499627,41,0.5,2494,0.5741324921135647,59.38095238095238,0.0383278406583345,0.0192163815865149,28.020903594081187,54.04031407429943,1821.358733615277,3170.3650923589,65.0,64.0,65.0,52.0,65.0,58.667,14570.872,25362.925,182,180,13.0,6.667,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.556,0.0,0.0,64.0,64.0,509.0,502.0,0.0,0.0,0.000578,0.020573,-1.0,6.281053321887967,0.0,0.6904761904761905
21,15,1239,933,0.409999,36,1.3125,2172,1.3265524625267666,58.7027027027027,0.0204664945602417,0.0292799302509852,51.21963712106615,36.58545508647582,3021.9585901429027,2275.615306378796,65.0,65.0,52.0,52.0,59.0,62.2,24175.672,18204.925,147,153,7.0,10.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.571,0.8,0.0,0.0,64.0,64.0,503.0,506.2,0.0,0.0,0.021154,0.028937,-1.0,1.9325684734031228,0.0,0.8378378378378378
2,3,130,168,0.000967,5,0.5,298,0.7692307692307693,49.666666666666664,0.0008628368377685,0.0004240274429321,2068.252326783868,3102.3784901758017,134436.4012409514,173733.19544984488,65.0,64.0,65.0,52.0,65.0,56.0,1075676.24,1390104.679,26,12,13.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.0,64.0,64.0,509.0,502.0,0.0,0.0,0.000449,0.000212,-1.0,11.052280011445362,0.0,0.8333333333333334
10,20,650,1160,0.493413,30,0.47619047619047616,1810,0.5598621877691645,58.38709677419355,0.0547924306657579,0.0259690535695929,20.266997424064627,40.533994848129254,1317.3548325642007,2350.971701191497,65.0,64.0,65.0,52.0,65.0,58.0,10538.838,18807.773,130,120,13.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,64.0,64.0,509.0,502.0,0.0,0.0,0.000383,0.025794,-1.0,4.705295746130396,0.0,0.6774193548387097
20,15,1187,933,0.403226,35,1.25,2120,1.2708779443254818,58.888888888888886,0.0211696248305471,0.028792210987636,49.59997619201143,37.19998214400857,2943.7585869958784,2313.8388893573333,65.0,65.0,52.0,52.0,59.35,62.2,23550.072,18510.714,147,153,7.35,10.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.0,0.0,64.0,64.0,503.05,506.2,0.0,0.0,0.023302,0.028932,-1.0,2.138196179030828,0.0,0.8611111111111112
10,16,650,964,0.499935,26,0.5882352941176471,1614,0.6735751295336787,59.77777777777778,0.0553943316141764,0.0333289305369059,20.002600338043944,32.00416054087031,1300.1690219728564,1928.2506725874364,65.0,64.0,65.0,52.0,65.0,60.25,10401.353,15426.007,130,132,13.0,8.25,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.688,0.0,0.0,64.0,64.0,509.0,502.0,0.0,0.0,0.000694,0.035734,-1.0,4.705295746130396,0.0,0.7777777777777778
21,15,1239,933,0.402498,36,1.3125,2172,1.3265524625267666,58.7027027027027,0.0201248526573181,0.0287016459873744,52.17417229402382,37.26726592430273,3078.2761653474054,2318.0239404916297,65.0,65.0,52.0,52.0,59.0,62.2,24626.206,18544.189,147,153,7.0,10.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.571,0.8,0.0,0.0,64.0,64.0,503.0,506.2,0.0,0.0,0.020112,0.028891,-1.0,1.9325684734031228,0.0,0.8378378378378378
6,11,390,632,0.006451,17,0.5,1022,0.6161137440758294,56.77777777777778,0.0012777805328369,0.0006394863128662,930.0883583940474,1705.161990389087,60455.74329561308,97969.307084173,65.0,64.0,65.0,52.0,65.0,57.455,483650.608,783762.011,78,60,13.0,5.455,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.455,0.0,0.0,64.0,64.0,509.0,502.0,0.0,0.0,0.000785,0.000253,-1.0,1.328672369507018,0.0,0.7222222222222222
10,20,650,1160,0.499933,30,0.47619047619047616,1810,0.5598621877691645,58.38709677419355,0.0555147859785291,0.0263122131949976,20.002680359168128,40.005360718336256,1300.1742233459283,2320.310921663503,65.0,64.0,65.0,52.0,65.0,58.0,10401.393,18562.485,130,120,13.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,64.0,64.0,509.0,502.0,0.0,0.0,0.000406,0.026127,-1.0,4.705295746130396,0.0,0.6774193548387097
10,19,650,1108,0.48811,29,0.5,1758,0.5861136158701533,58.6,0.0541966756184895,0.0271068414052327,20.487185265616358,38.92565200467108,1331.6670422650632,2269.980127430292,65.0,64.0,65.0,52.0,65.0,58.316,10653.334,18159.837,130,120,13.0,6.316,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.526,0.0,0.0,64.0,64.0,509.0,502.0,0.0,0.0,0.000527,0.026865,-1.0,4.705295746130396,0.0,0.7
20,15,1187,933,0.406878,35,1.25,2120,1.2708779443254818,58.888888888888886,0.0214145810980545,0.0285720825195312,49.154783497756085,36.866087623317064,2917.3364005918233,2293.070650170321,65.0,65.0,52.0,52.0,59.35,62.2,23338.689,18344.563,147,153,7.35,10.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.0,0.0,64.0,64.0,503.05,506.2,0.0,0.0,0.02344,0.02837,-1.0,2.138196179030828,0.0,0.8611111111111112
16,32,1040,1856,0.489185,48,0.48484848484848486,2896,0.5600430802369413,59.10204081632653,0.0325847307840983,0.015780133585776,32.70746241197093,65.41492482394186,2125.9850567781104,3794.0656397886282,65.0,64.0,65.0,52.0,65.0,58.0,17007.876,30352.516,208,192,13.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,64.0,64.0,509.0,502.0,0.0,0.0,0.000175,0.015699,-1.0,6.7908572434566,0.0,0.6734693877551021
21,15,1239,933,0.447523,36,1.3125,2172,1.3265524625267666,58.7027027027027,0.0223432540893554,0.0291533470153808,46.924962515893036,33.51783036849503,2768.5727884376893,2084.8090489203905,65.0,65.0,52.0,52.0,59.0,62.2,22148.586,16678.475,147,153,7.0,10.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.571,0.8,0.0,0.0,64.0,64.0,503.0,506.2,0.0,0.0,0.022601,0.029066,-1.0,1.9325684734031228,0.0,0.8378378378378378
8,16,520,928,0.020038,24,0.47058823529411764,1448,0.5597416576964478,57.92,0.0021554061344691,0.0013357957204182,399.241441261603,798.482882523206,25950.693682004192,46312.007186345945,65.0,64.0,65.0,52.0,65.0,58.0,207606.215,370497.244,104,96,13.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,64.0,64.0,509.0,502.0,0.0,0.0,0.001332,0.000687,-1.0,3.392164432999081,0.0,0.6799999999999999
5,11,325,632,0.473896,16,0.4166666666666667,957,0.5134281200631912,56.294117647058826,0.0015915036201477,0.0473895072937011,10.550838158583318,23.2118439488833,685.8044803079157,1333.6259432449315,65.0,64.0,65.0,52.0,65.0,57.455,5486.435,10669.006,65,60,13.0,5.455,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.455,0.0,0.0,64.0,64.0,509.0,502.0,0.0,0.0,0.000561,0.000477,-1.0,0.21894667811203306,0.0,0.6470588235294117
21,15,1239,933,0.40501,36,1.3125,2172,1.3265524625267666,58.7027027027027,0.020221996307373,0.0289141450609479,51.85057159082492,37.036122564874944,3059.1837238586704,2303.6468235352213,65.0,65.0,52.0,52.0,59.0,62.2,24473.468,18429.173,147,153,7.0,10.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.571,0.8,0.0,0.0,64.0,64.0,503.0,506.2,0.0,0.0,0.020553,0.029035,-1.0,1.9325684734031228,0.0,0.8378378378378378
21,15,1239,933,0.402637,36,1.3125,2172,1.3265524625267666,58.7027027027027,0.0200978994369506,0.0287555115563528,52.15616051182579,37.254400365589845,3077.2134701977216,2317.2237027396886,65.0,65.0,52.0,52.0,59.0,62.2,24617.705,18537.787,147,153,7.0,10.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.571,0.8,0.0,0.0,64.0,64.0,503.0,506.2,0.0,0.0,0.020611,0.028688,-1.0,1.9325684734031228,0.0,0.8378378378378378
16,29,1040,1700,0.496784,45,0.5333333333333333,2740,0.6114050558495003,59.56521739130435,0.0330565452575683,0.0177422506468636,32.20715643015878,58.37547102966279,2093.4651679603207,3422.0103707043704,65.0,64.0,65.0,52.0,65.0,58.621,16747.721,27376.082,208,192,13.0,6.621,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.552,0.0,0.0,64.0,64.0,509.0,502.0,0.0,0.0,0.000443,0.018962,-1.0,6.7908572434566,0.0,0.7173913043478262
10,17,650,1004,0.493776,27,0.5555555555555556,1654,0.6467661691542289,59.07142857142857,0.054803450902303,0.0308609455823898,20.25209811736496,34.42856679952043,1316.3863776287224,2033.310650983442,65.0,64.0,65.0,52.0,65.0,59.059,10531.088,16266.481,130,120,13.0,7.059,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.588,0.0,0.0,64.0,64.0,509.0,502.0,0.0,0.0,0.000393,0.033403,-1.0,4.705295746130396,0.0,0.75
21,15,1239,933,0.415862,36,1.3125,2172,1.3265524625267666,58.7027027027027,0.0207812547683715,0.0296926498413085,50.497520812192505,36.06965772299465,2979.353727919358,2243.532710370267,65.0,65.0,52.0,52.0,59.0,62.2,23834.822,17948.256,147,153,7.0,10.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.571,0.8,0.0,0.0,64.0,64.0,503.0,506.2,0.0,0.0,0.020057,0.02887,-1.0,1.9325684734031228,0.0,0.8378378378378378
8,16,520,928,0.001252,24,0.47058823529411764,1448,0.5597416576964478,57.92,0.0001431533268519,8.339881896972657e-05,6389.776357827475,12779.55271565495,415335.4632587859,741214.0575079871,65.0,64.0,65.0,52.0,65.0,58.0,3322730.722,5929796.365,104,96,13.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,64.0,64.0,509.0,502.0,0.0,0.0,9e-05,4.1e-05,-1.0,3.392164432999081,0.0,0.6799999999999999
5,10,325,580,0.000714,15,0.45454545454545453,905,0.5593803786574871,56.5625,0.0001477599143981,7.923444112141927e-05,7002.801120448179,14005.602240896358,455182.0728291316,812324.9299719888,65.0,64.0,65.0,52.0,65.0,58.0,3640895.813,6497598.681,65,60,13.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,64.0,64.0,509.0,502.0,0.0,0.0,7.3e-05,4.4e-05,-1.0,0.21894667811203306,0.0,0.6875
11,21,715,1236,0.499693,32,0.5,1951,0.5780113177041228,59.121212121212125,0.0497116088867187,0.0249846100807189,22.01351629900759,42.02580384355995,1430.8785594354933,2473.5187405066713,65.0,64.0,65.0,52.0,65.0,58.857,11447.024,19788.142,143,144,13.0,6.857,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.571,0.0,0.0,64.0,64.0,509.0,502.0,0.0,0.0,0.000654,0.026703,-1.0,5.197719988554638,0.0,0.696969696969697
21,15,1239,933,0.407945,36,1.3125,2172,1.3265524625267666,58.7027027027027,0.0203629493713378,0.0291274275098528,51.47752760788832,36.76966257706309,3037.1741288654107,2287.0730122933237,65.0,65.0,52.0,52.0,59.0,62.2,24297.395,18296.586,147,153,7.0,10.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.571,0.8,0.0,0.0,64.0,64.0,503.0,506.2,0.0,0.0,0.018701,0.029036,-1.0,1.9325684734031228,0.0,0.8378378378378378
10,19,650,1096,0.499724,29,0.5,1746,0.5925250683682771,58.2,0.055519766277737,0.0277599493662516,20.01104609744579,38.020987585147004,1300.7179963339763,2193.2106522800586,65.0,64.0,65.0,52.0,65.0,57.684,10405.745,17545.687,130,108,13.0,5.684,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.474,0.0,0.0,64.0,64.0,509.0,502.0,0.0,0.0,0.000337,0.02617,-1.0,4.705295746130396,0.0,0.7
10,20,650,1160,0.496981,30,0.47619047619047616,1810,0.5598621877691645,58.38709677419355,0.0551378726959228,0.0261568521198473,20.121493578225323,40.242987156450646,1307.8970825846461,2334.0932550741377,65.0,64.0,65.0,52.0,65.0,58.0,10463.173,18672.739,130,120,13.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,64.0,64.0,509.0,502.0,0.0,0.0,0.000385,0.025975,-1.0,4.705295746130396,0.0,0.6774193548387097
20,15,1187,933,0.454879,35,1.25,2120,1.2708779443254818,58.888888888888886,0.023904097707648,0.029605780329023,43.967736474974664,32.975802356231,2609.4851597897464,2051.0949065575683,65.0,65.0,52.0,52.0,59.35,62.2,20875.888,16408.765,147,153,7.35,10.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.0,0.0,64.0,64.0,503.05,506.2,0.0,0.0,0.023798,0.029015,-1.0,2.138196179030828,0.0,0.8611111111111112
9,14,585,836,0.499859,23,0.6,1421,0.6989247311827957,59.208333333333336,0.0624040067195892,0.0384153952965369,18.005077431835776,28.0078982273001,1170.3300330693255,1672.4716370016345,65.0,64.0,65.0,52.0,65.0,59.714,9362.638,13379.769,117,108,13.0,7.714,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.643,0.0,0.0,64.0,64.0,509.0,502.0,0.0,0.0,0.000405,0.038193,-1.0,4.114386655221303,0.0,0.7916666666666666
